txn_id,app,psp_candidate,src_bank,dest_bank,amount,channel,device_type,network_latency_ms,hour,weekday,recent_fail_rate_src_dest_5m,psp_success_rate_5m,status
a24e1e3a-2ac6-4073-ac95-e7a4c8d82ae6,GooglePay,SBI_PSP,HDFC,YesBank,1583,UPI,Android,167,16,0,0.058,0.97,success
5524782a-f4a7-4b09-9e23-5defede598bc,Paytm,Axis_PSP,YesBank,HDFC,1010,UPI,Android,268,21,6,0.023,0.958,success
50450dc0-bf14-4546-8897-75a5f05dc4e9,PhonePe,Axis_PSP,Axis,YesBank,377,UPI,Android,58,16,1,0.063,0.956,success
94910df8-5540-48dd-b2dd-f9b0ce1461cb,Paytm,SBI_PSP,YesBank,HDFC,1284,UPI,Android,257,15,3,0.016,0.965,success
ad7c3bdc-0337-4c68-bb1b-d7d66b36a6ac,Paytm,SBI_PSP,Axis,HDFC,544,UPI,Android,56,4,2,0.082,0.971,success
ba6a9472-4c2f-4f04-8154-5d3003d81d4e,Paytm,Axis_PSP,Axis,HDFC,1132,UPI,Android,119,21,2,0.048,0.95,failure
eea83399-2ca0-4269-bfe7-2731e7c5a3c8,GooglePay,Axis_PSP,HDFC,SBI,1714,UPI,Android,129,1,5,0.073,0.964,success
5f82d5dc-2ada-4d29-ad33-b7d286137d48,GooglePay,Axis_PSP,SBI,HDFC,2676,UPI,Android,180,0,1,0.068,0.956,success
95ce2420-c2ca-490c-b11b-fad9a344dd3a,GooglePay,SBI_PSP,YesBank,YesBank,1871,UPI,Android,222,0,4,0.094,0.973,failure
46a30b73-ff6f-4862-afc5-fd6935f62585,Paytm,HDFC_PSP,SBI,Axis,1877,UPI,Android,91,15,2,0.065,0.984,success
38f5c50a-f6d3-48ed-b5d7-1c28f85595b0,Paytm,Axis_PSP,HDFC,SBI,91,UPI,Android,111,14,2,0.046,0.944,success
f39ffd81-7fce-44e7-8216-efad516a6a4c,GooglePay,HDFC_PSP,HDFC,Axis,163,UPI,Android,310,3,3,0.032,0.981,success
195b9173-479d-4b64-86de-3c4099592b2a,Paytm,SBI_PSP,HDFC,Axis,1134,UPI,Android,181,8,0,0.058,0.967,success
189d9565-643f-4380-8f39-750eb0c8a8c3,PhonePe,HDFC_PSP,ICICI,SBI,663,UPI,Android,166,0,6,0.05,0.978,success
93aefc81-a5bb-462c-8ada-5d5a25626693,PhonePe,SBI_PSP,SBI,Axis,67,UPI,Android,95,7,2,0.076,0.971,success
f16aa5b3-9ea4-4db3-94d2-f2267bf4bb1c,Paytm,HDFC_PSP,SBI,SBI,441,UPI,Android,162,3,4,0.041,0.98,success
867e137e-8a3a-4cd5-8caf-ea7f5b5afc3b,Paytm,SBI_PSP,HDFC,YesBank,1921,UPI,Android,202,22,3,0.08,0.967,success
dde34c5b-0f32-4fd7-9237-35465103a3d1,PhonePe,Axis_PSP,SBI,SBI,1981,UPI,Android,411,5,5,0.008,0.961,success
3c204bfd-98a7-491b-a27c-d9f1785f22e8,PhonePe,HDFC_PSP,SBI,Axis,553,UPI,iOS,195,20,2,0.068,0.983,success
cf9567de-cb4c-4304-beb3-5e1ccd3ba937,GooglePay,HDFC_PSP,ICICI,Axis,192,UPI,iOS,178,20,1,0.135,0.988,success
cbdafd9b-2979-4792-b9a2-d86667a5b04c,Paytm,SBI_PSP,SBI,HDFC,957,UPI,Android,136,3,3,0.067,0.97,success
a0b511bc-ae88-4bb6-8f4b-aa9548a2ff2d,Paytm,SBI_PSP,SBI,ICICI,1277,UPI,Android,232,11,5,0.023,0.97,success
72012f4e-4414-4686-a0d0-97d2cfdd88fe,PhonePe,SBI_PSP,SBI,SBI,154,UPI,iOS,339,5,6,0.052,0.966,success
02daca2d-0d15-44a9-90f4-a90c5bb62100,Paytm,Axis_PSP,SBI,ICICI,1834,UPI,iOS,87,8,3,0.07,0.951,success
0cddc0e5-9c67-4ce7-913d-397ee99369a9,PhonePe,HDFC_PSP,ICICI,SBI,2265,UPI,Android,20,22,5,0.034,0.971,success
e0940c34-db12-4f73-94d2-252c35807efd,PhonePe,SBI_PSP,ICICI,YesBank,2117,UPI,iOS,78,15,6,0.093,0.97,success
a806f8b3-a78e-4bb8-b6f0-ec156c2b26d4,Paytm,SBI_PSP,SBI,HDFC,669,UPI,iOS,70,3,1,0.061,0.97,success
35915733-d91d-4eed-820f-46ab6364728e,GooglePay,HDFC_PSP,SBI,SBI,2031,UPI,iOS,74,13,5,0.057,0.984,failure
7ad2e9dc-644e-4307-a9fe-e983ed69bf3d,PhonePe,Axis_PSP,SBI,SBI,2369,UPI,Android,213,5,4,0.095,0.955,success
43e94c28-0d45-478c-a355-271aa22eb437,GooglePay,SBI_PSP,HDFC,YesBank,1512,UPI,Android,160,19,0,0.075,0.974,success
d4751315-5cd1-43c6-a74a-c0b617b53904,PhonePe,SBI_PSP,HDFC,YesBank,2633,UPI,Android,134,7,0,0.061,0.968,success
0bb81c5e-acfd-4302-bde0-82a5947324ec,GooglePay,Axis_PSP,YesBank,ICICI,1055,UPI,iOS,45,21,2,0.003,0.957,success
10e19746-5b10-4e46-a883-ccd61aec79d1,PhonePe,HDFC_PSP,ICICI,SBI,1110,UPI,Android,50,7,3,0.043,0.981,failure
9967832e-f894-40e6-8b66-76a2b2a31d73,GooglePay,Axis_PSP,YesBank,Axis,1158,UPI,iOS,115,2,1,0.075,0.958,success
b32930b9-64b8-4f0e-be9d-41e08c346baf,PhonePe,HDFC_PSP,SBI,YesBank,407,UPI,Android,20,13,4,0.032,0.982,success
1ce11d99-0b5f-44a9-80d4-9a1d40caafb8,PhonePe,Axis_PSP,HDFC,ICICI,1617,UPI,Android,275,1,3,0.043,0.948,success
0a8e67bd-3ce0-4e0f-89ca-2983986eaf08,PhonePe,Axis_PSP,HDFC,Axis,2129,UPI,iOS,179,8,3,0.081,0.957,success
1c13aa6b-5d8e-4290-b88e-4ff99fb17f91,GooglePay,HDFC_PSP,YesBank,ICICI,2019,UPI,iOS,155,0,0,0.063,0.981,success
0cdc720b-ef82-46c8-893b-8ec6f3bf1a25,GooglePay,Axis_PSP,ICICI,ICICI,2254,UPI,Android,32,11,2,0.032,0.942,success
f42fc062-5129-4228-83a5-5cf257db0419,GooglePay,SBI_PSP,HDFC,ICICI,2736,UPI,iOS,162,18,3,0.071,0.968,success
67b1e307-57f8-44c3-95db-decccb1316a4,Paytm,Axis_PSP,YesBank,YesBank,1622,UPI,iOS,99,22,3,0.091,0.954,success
7ec424d5-8dec-4ed9-8e83-21ca7e973a49,GooglePay,SBI_PSP,YesBank,SBI,325,UPI,Android,174,3,6,0.061,0.975,success
4915b5c7-f485-4a6f-88a8-0d487d47ed29,GooglePay,HDFC_PSP,YesBank,ICICI,1070,UPI,iOS,81,14,0,0.083,0.984,success
c22c89f1-deb1-4669-8082-3421556ce023,PhonePe,HDFC_PSP,ICICI,Axis,1360,UPI,Android,126,18,0,0.133,0.973,success
b3b7546f-7152-4dac-ab02-69efd9d71342,PhonePe,SBI_PSP,ICICI,HDFC,1601,UPI,Android,66,21,5,0.029,0.976,success
f484082a-526b-4856-9082-046ef503dc60,Paytm,SBI_PSP,HDFC,ICICI,60,UPI,Android,148,12,1,0.02,0.971,success
4d1b95ab-3b4f-4645-91ab-5898ce98469d,GooglePay,Axis_PSP,YesBank,SBI,1002,UPI,iOS,67,16,3,0.085,0.954,success
5260a9c0-c163-458f-a70a-30fe4a5201a6,Paytm,SBI_PSP,ICICI,YesBank,2388,UPI,iOS,236,17,4,0.071,0.97,success
6c56b29e-dcdf-4c7f-bc1f-5eb2573a3aa9,PhonePe,HDFC_PSP,ICICI,SBI,941,UPI,Android,63,20,0,0.089,0.983,success
c77472d8-8070-416b-9fd3-9e6da4575620,GooglePay,HDFC_PSP,ICICI,YesBank,1498,UPI,iOS,291,13,5,0.084,0.971,success
dcce12b6-0069-4e3a-9657-4d04c06797bc,Paytm,Axis_PSP,YesBank,HDFC,1888,UPI,Android,158,4,0,0.097,0.961,failure
5919f562-54f5-4507-80ca-4f8ce91afdd6,GooglePay,SBI_PSP,SBI,YesBank,650,UPI,iOS,119,6,4,0.032,0.975,success
d9866edb-f918-4670-a951-e2398d886e03,Paytm,HDFC_PSP,ICICI,YesBank,2713,UPI,Android,172,12,1,0.07,0.987,success
31172a63-76b3-4d4a-b447-4e5a3fccb1a1,Paytm,SBI_PSP,YesBank,YesBank,1640,UPI,iOS,112,5,6,0.041,0.97,success
3d2a43d4-ef59-404e-a8af-ed847f10fd05,Paytm,HDFC_PSP,Axis,Axis,3505,UPI,Android,150,4,1,0.023,0.974,success
b29b01da-ae5e-4623-b90b-c16bcf585a25,GooglePay,Axis_PSP,Axis,HDFC,278,UPI,Android,129,13,4,0.082,0.954,success
13e4df37-edfe-464d-996e-d565ce7c8ca1,Paytm,SBI_PSP,ICICI,HDFC,1272,UPI,Android,201,16,2,0.033,0.974,success
38a393d3-7261-4abf-8453-502b12885e56,GooglePay,HDFC_PSP,ICICI,HDFC,2299,UPI,Android,193,11,0,0.003,0.984,success
af374fe4-2111-4a53-89dd-bfea679865ef,PhonePe,HDFC_PSP,ICICI,HDFC,2060,UPI,Android,152,14,2,0.094,0.98,success
d21f61f6-28fa-42f6-b332-54c08d765dac,GooglePay,HDFC_PSP,YesBank,YesBank,2000,UPI,iOS,207,1,6,0.057,0.978,success
2d6d1927-82f0-401f-aa21-6214a371c196,Paytm,HDFC_PSP,Axis,ICICI,2442,UPI,iOS,200,4,4,0.036,0.977,success
78624b2a-ae40-4ce2-a7ab-32e48be828d1,GooglePay,Axis_PSP,ICICI,ICICI,707,UPI,iOS,173,16,1,0.096,0.954,success
35d2d2b2-5cfc-4f8b-84bf-3ca855534608,GooglePay,Axis_PSP,YesBank,ICICI,2572,UPI,iOS,100,17,2,0.063,0.958,failure
ba7935a1-d160-4870-9d05-22d3fe26b2b4,GooglePay,SBI_PSP,HDFC,ICICI,2377,UPI,Android,35,22,5,0.0,0.958,success
215965fa-d674-464b-b4e6-3141a3310937,Paytm,Axis_PSP,Axis,SBI,1672,UPI,iOS,165,14,2,0.048,0.959,success
5652e1fa-468a-4a72-9533-65ab8e76b0d2,GooglePay,HDFC_PSP,ICICI,SBI,216,UPI,Android,217,23,5,0.074,0.985,success
eb64bdf8-e72b-4013-b4f7-1da4b75b0231,GooglePay,HDFC_PSP,SBI,ICICI,1510,UPI,Android,293,7,2,0.006,0.98,failure
998dc120-bca8-4350-9d73-ef069cd52e38,PhonePe,SBI_PSP,HDFC,SBI,1548,UPI,iOS,156,2,0,0.008,0.966,success
02ee3159-f6d1-45b6-8ce3-ce930cc12dab,Paytm,HDFC_PSP,Axis,HDFC,1911,UPI,Android,161,2,2,0.073,0.981,success
0482261c-db4a-47f2-af42-b0ba58e90927,PhonePe,Axis_PSP,YesBank,ICICI,440,UPI,Android,24,9,6,0.066,0.954,success
6d504c4c-09ee-4a41-b65f-78b4f860533b,GooglePay,SBI_PSP,SBI,Axis,1424,UPI,Android,128,4,6,0.025,0.974,success
38f7e760-4040-4631-a111-1f9d92406a94,PhonePe,SBI_PSP,HDFC,SBI,2603,UPI,Android,94,15,5,0.033,0.968,success
af1f1b39-1881-46db-9fc0-92c031fbae9f,PhonePe,SBI_PSP,ICICI,YesBank,1868,UPI,Android,105,17,2,0.055,0.967,failure
eea1221d-8de3-4160-892c-8dd64b2ff997,Paytm,SBI_PSP,ICICI,HDFC,1203,UPI,iOS,154,5,3,0.025,0.971,success
58d2c50c-cc42-41e9-b384-5f11383bdac5,GooglePay,Axis_PSP,YesBank,YesBank,1334,UPI,Android,119,3,4,0.003,0.953,success
8d31aad1-50bb-4462-8b86-6ee8f8787f21,PhonePe,Axis_PSP,YesBank,SBI,2362,UPI,iOS,86,0,5,0.021,0.955,success
ff694a23-f437-416d-8752-74d9202dcc86,GooglePay,Axis_PSP,YesBank,Axis,1825,UPI,iOS,125,4,3,0.079,0.958,failure
51a2ec6c-37f4-4733-b3c2-f3891bc45373,PhonePe,Axis_PSP,Axis,YesBank,976,UPI,Android,66,0,6,0.093,0.958,success
8da6d43a-6de2-4bab-8504-879b5ae6da37,Paytm,Axis_PSP,HDFC,SBI,1699,UPI,Android,127,16,0,0.035,0.95,success
0eef4e63-62b1-473d-aa8c-42f8c8855d3f,PhonePe,HDFC_PSP,YesBank,SBI,221,UPI,Android,47,7,6,0.024,0.987,success
83678850-a3dc-4e86-afb1-2667f1922c03,PhonePe,SBI_PSP,HDFC,SBI,1524,UPI,iOS,244,18,5,0.073,0.971,success
c2f8c9f1-6cd4-45bc-9d8c-49b8bc979620,Paytm,SBI_PSP,ICICI,YesBank,978,UPI,Android,82,0,2,0.039,0.962,success
f6997273-58cc-4b52-95c4-fceba680d282,PhonePe,HDFC_PSP,YesBank,ICICI,1412,UPI,iOS,82,10,0,0.028,0.983,success
acd697de-a437-44ab-b88d-43a8251567b7,PhonePe,HDFC_PSP,HDFC,ICICI,1194,UPI,iOS,141,12,6,0.076,0.98,failure
19263b1f-4b11-456a-a0f9-1d123d05c269,PhonePe,Axis_PSP,ICICI,HDFC,1345,UPI,iOS,99,20,5,0.141,0.961,success
b5b76740-03d2-4f5c-8131-d6be2d7646f7,PhonePe,SBI_PSP,YesBank,SBI,1116,UPI,Android,141,23,0,0.01,0.973,success
064411b6-8eef-451b-8330-ee82cab702e8,PhonePe,Axis_PSP,YesBank,SBI,779,UPI,Android,223,0,6,0.085,0.959,success
0e7c39a7-08c1-43d9-9d9e-a9f52d6f0a21,PhonePe,Axis_PSP,YesBank,ICICI,1144,UPI,iOS,143,14,4,0.065,0.962,success
706fed67-d13e-4df2-a43e-77535b0a2982,PhonePe,Axis_PSP,YesBank,Axis,1016,UPI,Android,103,3,2,0.018,0.952,success
5b5f1490-8976-4c23-955a-7728b643b55b,GooglePay,HDFC_PSP,HDFC,Axis,789,UPI,Android,74,17,5,0.061,0.976,success
f27570c8-f523-4068-9e14-431cce1fe743,GooglePay,HDFC_PSP,HDFC,YesBank,226,UPI,Android,97,10,6,0.084,0.979,success
90c4c740-f3ea-47a9-8bfa-e335866631bb,GooglePay,HDFC_PSP,SBI,HDFC,315,UPI,iOS,75,20,3,0.136,0.99,success
dd24c7ce-12f4-49ec-aa6a-30286da1fcfc,GooglePay,SBI_PSP,HDFC,Axis,1696,UPI,iOS,234,21,5,0.052,0.967,success
cceb68fd-90a0-486d-a145-833d08a39c0e,PhonePe,HDFC_PSP,SBI,HDFC,1601,UPI,Android,90,7,4,0.032,0.988,success
0bb72d67-9f4d-420e-9002-cb40b157fab8,Paytm,Axis_PSP,Axis,Axis,1702,UPI,iOS,279,0,2,0.005,0.95,failure
3a6627b4-5613-42ca-92ac-ca8415c09f4e,Paytm,HDFC_PSP,HDFC,Axis,1010,UPI,Android,112,16,6,0.031,0.972,success
1111fe4f-a81e-4cd8-901f-df02aff1d72c,GooglePay,SBI_PSP,ICICI,Axis,1111,UPI,Android,307,22,2,0.037,0.971,success
26317125-c510-462c-bf12-4c3d6bc96cc5,Paytm,Axis_PSP,Axis,YesBank,1565,UPI,iOS,179,4,2,0.036,0.946,failure
7712b1bc-4b86-4bbe-85d8-74c2e10ba98d,Paytm,SBI_PSP,YesBank,YesBank,1378,UPI,iOS,204,5,2,0.061,0.965,failure
5267bea3-ece4-4301-b39c-2e980fdfed37,Paytm,Axis_PSP,YesBank,HDFC,605,UPI,Android,38,19,6,0.119,0.963,success
6daf5680-31a0-4524-b31a-62544dcf1879,GooglePay,Axis_PSP,HDFC,HDFC,1357,UPI,iOS,218,22,2,0.087,0.958,failure
9de66063-a816-45f9-b720-467a20cfb9d0,GooglePay,SBI_PSP,YesBank,ICICI,600,UPI,iOS,78,20,6,0.111,0.966,success
a8da88ee-3421-4689-8eaa-d76b171808e6,GooglePay,HDFC_PSP,YesBank,Axis,189,UPI,Android,137,3,4,0.03,0.979,success
f966e5bf-1238-4e83-9d35-91a0a9d3e209,Paytm,Axis_PSP,SBI,Axis,2194,UPI,Android,157,5,4,0.062,0.963,success
1a2f4336-2283-4dea-800f-b513d66a28f3,GooglePay,Axis_PSP,SBI,HDFC,1814,UPI,iOS,61,18,0,0.08,0.95,failure
13a5a3ad-5030-4338-9d04-f12fdd54079c,GooglePay,Axis_PSP,HDFC,ICICI,920,UPI,iOS,168,23,4,0.046,0.957,failure
8c8de866-497f-4a34-b88f-f04c6265b8c7,GooglePay,Axis_PSP,Axis,YesBank,1234,UPI,Android,274,6,5,0.07,0.953,success
2ecfbe55-5f7f-43a6-aa19-b576ae613530,PhonePe,HDFC_PSP,SBI,Axis,3409,UPI,Android,264,15,6,0.064,0.985,success
c6149f4c-78e3-4012-84d5-9a843940cca3,GooglePay,HDFC_PSP,ICICI,YesBank,2300,UPI,Android,165,9,1,0.007,0.982,success
dc0ffc42-a67c-4dfe-afc7-a1c63661f8b6,PhonePe,Axis_PSP,YesBank,ICICI,55,UPI,iOS,245,5,1,0.018,0.958,success
a745c33b-d5ed-4c3d-a073-22afcae99e6f,PhonePe,SBI_PSP,YesBank,YesBank,282,UPI,Android,212,1,4,0.011,0.974,success
3ad20290-fb50-4f8d-8ed8-ad35b33ad17d,GooglePay,Axis_PSP,YesBank,ICICI,1067,UPI,iOS,205,21,6,0.009,0.964,failure
6b875fd2-55e2-471a-8f2d-eb4ae502eba6,Paytm,Axis_PSP,ICICI,HDFC,508,UPI,iOS,26,14,4,0.025,0.952,success
41642077-3807-418b-97cf-13ec1ccc9efc,GooglePay,SBI_PSP,SBI,YesBank,1113,UPI,iOS,197,1,3,0.026,0.965,success
334175fa-80e4-4ece-9c40-0bc1797a4563,PhonePe,HDFC_PSP,YesBank,HDFC,789,UPI,Android,288,16,0,0.015,0.971,success
001e1fd7-d000-40e0-9864-383a52cd4a61,PhonePe,HDFC_PSP,Axis,Axis,1161,UPI,iOS,171,9,5,0.087,0.974,success
1ad1c80a-63ac-4dc9-8bf0-7d5ee3f6c886,PhonePe,SBI_PSP,SBI,ICICI,2445,UPI,Android,205,11,6,0.075,0.97,success
9ec566f2-a50b-427d-8210-79165e186975,GooglePay,Axis_PSP,HDFC,ICICI,1990,UPI,Android,102,7,6,0.084,0.954,success
7f97f67f-801c-460a-ae2f-f7bd50ec0639,Paytm,SBI_PSP,HDFC,HDFC,607,UPI,iOS,137,2,5,0.037,0.979,success
147ce8f3-c9b5-43f2-a3e3-594c1434a130,GooglePay,Axis_PSP,YesBank,SBI,1345,UPI,iOS,135,10,1,0.077,0.962,success
e37f6b30-ea82-483a-8ef2-e4c4d880c9de,GooglePay,SBI_PSP,Axis,YesBank,1793,UPI,iOS,183,5,1,0.012,0.974,success
fbf1d67d-1e89-4fef-8fdb-0ead50320895,PhonePe,Axis_PSP,Axis,HDFC,1554,UPI,Android,194,4,0,0.04,0.955,failure
ab21059e-a388-4202-8d1c-6e6bd8637723,PhonePe,Axis_PSP,HDFC,SBI,2278,UPI,iOS,151,4,3,0.089,0.944,success
8b128cbc-85c1-4e39-accd-fcc2601ee802,PhonePe,Axis_PSP,HDFC,SBI,1770,UPI,Android,132,1,1,0.013,0.947,success
8f15ff6e-17b4-4cb2-8b92-4688431bec23,PhonePe,Axis_PSP,SBI,YesBank,690,UPI,Android,53,12,6,0.001,0.962,success
011c8de0-b0c9-4e65-bc1a-cf8a97f90f1b,Paytm,HDFC_PSP,Axis,ICICI,10,UPI,Android,91,9,3,0.078,0.983,success
e541dcdb-9145-4c7d-9b2d-8b76c08c6d15,GooglePay,Axis_PSP,SBI,ICICI,383,UPI,Android,48,0,0,0.097,0.958,success
68c1d76b-75f0-4107-9fbb-46ef8de1de38,PhonePe,HDFC_PSP,YesBank,SBI,740,UPI,Android,301,6,2,0.033,0.977,success
89315fbe-6ff1-4c82-9f3d-d3223842a8fe,GooglePay,SBI_PSP,ICICI,YesBank,1574,UPI,Android,22,2,4,0.047,0.964,success
73c08caa-b922-434f-b172-e6e8a52189b2,GooglePay,SBI_PSP,YesBank,Axis,712,UPI,Android,93,13,3,0.019,0.97,success
acfef21a-c675-4a60-8e69-58900443cdc8,Paytm,HDFC_PSP,HDFC,SBI,2813,UPI,iOS,150,11,6,0.013,0.975,failure
7b1b929a-0a82-4a6e-9be0-2c06443742d3,PhonePe,SBI_PSP,ICICI,YesBank,2966,UPI,iOS,54,13,4,0.075,0.966,success
f22bd706-c1d4-47ee-848a-85343e7cd925,PhonePe,SBI_PSP,ICICI,Axis,676,UPI,Android,165,1,4,0.042,0.973,success
c432cc2b-d369-4956-a465-f32cea1e6739,PhonePe,HDFC_PSP,SBI,ICICI,1390,UPI,Android,122,22,1,0.074,0.983,success
92b75e0e-587c-45d1-8387-ad1fa1c67809,PhonePe,SBI_PSP,ICICI,Axis,767,UPI,Android,183,18,5,0.08,0.963,success
45692e72-2f09-4354-b5b4-6247a77203e9,GooglePay,HDFC_PSP,ICICI,YesBank,313,UPI,Android,20,5,5,0.098,0.979,success
beec9b1d-ffc2-479b-b840-09996cecce06,PhonePe,Axis_PSP,Axis,Axis,406,UPI,iOS,21,6,2,0.009,0.954,success
904b2ecc-5b3b-463e-9498-a55a05ff51f1,Paytm,HDFC_PSP,HDFC,Axis,1031,UPI,iOS,143,18,2,0.073,0.978,success
49bb7410-f929-4ae0-aca6-93231b204883,PhonePe,SBI_PSP,HDFC,YesBank,628,UPI,iOS,96,15,3,0.04,0.967,success
47c3cddc-6e51-470b-836d-aca457c84683,Paytm,SBI_PSP,SBI,HDFC,463,UPI,Android,154,18,0,0.07,0.965,success
47a51041-cfcf-4740-b48c-823e00f236a0,Paytm,SBI_PSP,YesBank,Axis,2052,UPI,iOS,218,3,0,0.026,0.969,success
78ec13f7-3ca8-4f8c-9196-7f97d21c5b6d,Paytm,HDFC_PSP,SBI,ICICI,1491,UPI,Android,292,9,4,0.052,0.982,success
3fce18c2-2c5d-4493-93ab-3358a8c7c077,GooglePay,Axis_PSP,SBI,ICICI,2629,UPI,iOS,434,14,3,0.084,0.955,success
4383524b-520b-4dab-a903-1612099ccb6d,Paytm,HDFC_PSP,ICICI,YesBank,153,UPI,iOS,163,15,4,0.092,0.987,success
36624263-a3dd-429f-99b0-096d556eb185,PhonePe,Axis_PSP,HDFC,SBI,1921,UPI,Android,92,15,0,0.053,0.956,failure
a5720834-f74b-4270-8263-693e3f2f9389,PhonePe,HDFC_PSP,HDFC,ICICI,1407,UPI,Android,44,21,0,0.081,0.981,success
d40c30c0-06cd-4bb6-9e3d-979d3e589bf7,Paytm,Axis_PSP,Axis,YesBank,1110,UPI,Android,205,13,0,0.094,0.96,success
bca5cb42-f625-4f71-a035-7883649ba7c0,GooglePay,Axis_PSP,HDFC,Axis,1224,UPI,iOS,159,0,0,0.089,0.956,success
354f4829-4522-4ff6-bc14-d3561e08aefd,Paytm,SBI_PSP,HDFC,YesBank,1899,UPI,iOS,193,20,1,0.131,0.963,success
b20d2dcb-c23d-47e6-91f4-f08e7b607b66,GooglePay,HDFC_PSP,SBI,YesBank,273,UPI,iOS,162,1,4,0.009,0.975,success
f74638fe-7eef-40da-ad28-5de9081af9d3,PhonePe,SBI_PSP,YesBank,SBI,737,UPI,Android,88,6,3,0.009,0.964,success
b51f5464-78a4-447b-8952-283bcb5c705d,Paytm,SBI_PSP,Axis,YesBank,2505,UPI,Android,73,23,3,0.093,0.959,success
a662075f-77d5-4a5b-9747-a34a583349ce,Paytm,SBI_PSP,YesBank,HDFC,635,UPI,iOS,158,5,6,0.067,0.976,success
3c13f057-1f6f-48f9-ab63-dea1087b6504,PhonePe,SBI_PSP,SBI,Axis,472,UPI,iOS,94,21,5,0.032,0.98,success
044c5342-c4e9-453c-9532-f5606fe41639,Paytm,SBI_PSP,HDFC,YesBank,1361,UPI,iOS,197,22,2,0.061,0.969,success
9c6ea46a-ad6b-4e77-b405-b35fa6812d53,PhonePe,Axis_PSP,YesBank,YesBank,1855,UPI,Android,107,16,1,0.026,0.956,success
91ec24bb-340c-4a44-ae06-5c226ec070fd,GooglePay,HDFC_PSP,Axis,ICICI,966,UPI,iOS,99,20,1,0.054,0.986,success
0682668d-7d2d-4fcc-b729-a782b353055a,GooglePay,SBI_PSP,YesBank,HDFC,161,UPI,Android,256,9,3,0.089,0.97,success
b89adb37-21dc-4e04-a1d7-96ce5d5b1339,GooglePay,Axis_PSP,ICICI,HDFC,1705,UPI,Android,189,23,5,0.08,0.948,success
917e2c68-e304-4eac-8ab0-6e133d12f42f,GooglePay,SBI_PSP,SBI,ICICI,858,UPI,iOS,27,3,6,0.078,0.97,success
e7cda949-c163-4b6a-adab-b8899b6e59ad,GooglePay,SBI_PSP,Axis,SBI,2117,UPI,iOS,196,14,2,0.057,0.97,success
64728a06-f128-4673-9f86-fc9a982ecac8,GooglePay,SBI_PSP,YesBank,YesBank,24,UPI,iOS,55,5,6,0.074,0.976,success
93d3bbc3-c65b-4ddd-b67b-4026a5af14f5,PhonePe,Axis_PSP,Axis,SBI,1096,UPI,iOS,148,2,1,0.068,0.962,success
fe113b97-4f3c-4bf9-a72b-1448a71f8c60,PhonePe,HDFC_PSP,SBI,ICICI,3759,UPI,iOS,200,13,4,0.014,0.98,failure
954252fb-5b16-4147-887b-a4974e382b1b,GooglePay,HDFC_PSP,SBI,ICICI,1322,UPI,iOS,214,12,3,0.005,0.979,success
7cf12322-2bca-457f-90d6-ccbbee66eab0,PhonePe,HDFC_PSP,HDFC,ICICI,360,UPI,Android,168,20,1,0.15,0.981,failure
176c4dac-2ad0-4814-b75f-b438c9bbdbe8,PhonePe,HDFC_PSP,SBI,Axis,81,UPI,Android,20,16,2,0.024,0.98,success
7231a139-ab96-4577-8f2e-a287afe49f28,GooglePay,Axis_PSP,SBI,HDFC,795,UPI,iOS,243,6,5,0.07,0.953,success
eacc1f79-79a0-4104-ba99-15cb3f799bae,PhonePe,Axis_PSP,ICICI,Axis,1266,UPI,Android,195,17,1,0.059,0.963,success
b520edf6-5ec2-4af7-b88c-3008922e552a,PhonePe,Axis_PSP,ICICI,SBI,823,UPI,iOS,109,0,5,0.052,0.951,failure
13de2d66-f715-4405-b5b1-033eff31c3c9,Paytm,SBI_PSP,Axis,YesBank,1066,UPI,iOS,208,23,1,0.008,0.971,success
4ea07b1a-66c6-4c4e-aedf-9e6f92e56a9c,GooglePay,HDFC_PSP,YesBank,YesBank,2352,UPI,Android,206,6,6,0.051,0.976,failure
93dbfb94-bf63-4055-b8ee-a6341029e46b,PhonePe,Axis_PSP,YesBank,Axis,756,UPI,iOS,32,5,6,0.043,0.955,success
2f596dbe-92a6-435f-b6ac-1c0cb7f507ac,GooglePay,HDFC_PSP,YesBank,SBI,1191,UPI,Android,164,13,0,0.01,0.986,success
bea2d2bd-2ae1-435a-85da-9a09259f123a,Paytm,SBI_PSP,SBI,SBI,64,UPI,iOS,203,10,1,0.09,0.967,success
d6043c76-c0bc-4278-a1ba-1551162a63ce,Paytm,Axis_PSP,YesBank,ICICI,1343,UPI,iOS,263,21,5,0.018,0.948,success
9c3ff274-01a8-4d10-b972-e4781aed4d95,GooglePay,Axis_PSP,HDFC,SBI,238,UPI,iOS,127,7,2,0.056,0.941,success
976a97b2-36b8-4845-9363-18fb3130da2d,GooglePay,HDFC_PSP,ICICI,YesBank,2442,UPI,iOS,199,8,6,0.071,0.987,success
ce14e441-a36b-409e-b908-c76a4158dbbd,GooglePay,HDFC_PSP,YesBank,YesBank,2517,UPI,Android,58,21,1,0.015,0.982,failure
e98a3e29-fe05-445f-b23d-324e3b6bfabb,Paytm,Axis_PSP,ICICI,HDFC,58,UPI,iOS,146,13,3,0.064,0.957,failure
490500d1-e6f7-4d67-8e87-7280d8f23096,Paytm,HDFC_PSP,ICICI,HDFC,1820,UPI,iOS,245,10,5,0.07,0.981,failure
